Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1560636000.0 4.64 NA 117 190 0 NA NA 155 238 0 NA NA 1576 8580 562 NA NA 1800 8769 619 NA
1560636000.0 4.65 NA 109 195 0 NA NA 157 256 0 NA NA 2281 11267 583 NA NA 2803 11387 622 NA
1560636000.0 4.71 NA 102 181 0 74 NA 150 238 0 112 NA 619 4657 488 424 NA 741 5029 598 518
1560636000.0 4.72 NA 108 186 0 69 NA 152 238 0 108 NA 1281 7253 557 477 NA 1756 7468 595 526
1560636000.0 4.73 NA 108 187 0 69 NA 155 244 0 112 NA 1622 8451 563 534 NA 2128 8564 606 622
1560636000.0 4.74 NA 104 186 0 69 NA 154 238 0 108 NA 1304 6962 555 549 NA 1400 7093 606 599
1560636000.0 4.75 NA 116 187 0 69 NA 154 238 0 109 NA 1597 7839 547 511 NA 1816 7948 583 582
1560636000.0 4.76 NA 173 0 NA NA NA 233 0 NA NA NA 6135 392 NA NA NA 6405 547 NA NA
1560636000.0 4.78 NA 173 0 NA NA NA 235 0 NA NA NA 4346 367 NA NA NA 4555 417 NA NA
1560636000.0 4002.0 NA 153 171 NA NA NA 215 222 NA NA NA 1628 2118 NA NA NA 1756 2212 NA NA
1560636000.0 4003.0 NA 153 170 NA NA NA 215 223 NA NA NA 1790 2217 NA NA NA 1906 2321 NA NA
1560636000.0 43.0 NA 155 174 0 NA NA 214 223 0 NA NA 2190 3441 974 NA NA 2274 3511 1008 NA
1560636000.0 50200.0 NA 165 199 0 72 NA 232 263 0 116 NA 923 1546 779 181 NA 2144 2755 811 229
1560636000.0 50202.0 NA 169 197 0 72 NA 234 264 0 116 NA 996 1796 777 181 NA 2142 2923 824 223
1560636000.0 50203.0 60 171 203 0 74 97 229 271 0 117 2323 944 1662 771 185 2799 1215 2332 816 237
1560636000.0 50204.0 60 168 200 0 74 96 228 264 0 117 3375 1151 1830 943 181 3472 1618 2002 979 238
1560636000.0 9.0 NA 155 173 0 NA NA 216 226 0 NA NA 2273 3053 794 NA NA 2481 3178 850 NA
