Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueRss9 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 PeakValueVsize9 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobCPU9 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8 TotalJobTime9
1560636000.0 1341.0 NA 149 355 0 NA NA NA NA NA NA 648 814 0 NA NA NA NA NA NA 698 2880 763 NA NA NA NA NA NA 1070 4996 1425 NA NA NA NA NA
1560636000.0 1347.0 NA 149 353 0 NA NA NA NA NA NA 544 794 0 NA NA NA NA NA NA 1095 3382 1154 NA NA NA NA NA NA 1135 3810 1418 NA NA NA NA NA
1560636000.0 1348.0 NA 137 339 0 NA NA NA NA NA NA 580 751 0 NA NA NA NA NA NA 604 2261 727 NA NA NA NA NA NA 1464 4509 962 NA NA NA NA NA
1560636000.0 135.1 312 0 130 NA NA NA NA NA NA 984 0 303 NA NA NA NA NA NA 1722 331 837 NA NA NA NA NA NA 3894 585 2762 NA NA NA NA NA NA
1560636000.0 135.11 323 0 127 NA NA NA NA NA NA 1044 0 311 NA NA NA NA NA NA 1893 315 851 NA NA NA NA NA NA 2479 641 1281 NA NA NA NA NA NA
1560636000.0 135.12 309 0 120 NA NA NA NA NA NA 976 0 307 NA NA NA NA NA NA 1545 291 692 NA NA NA NA NA NA 1843 566 1292 NA NA NA NA NA NA
1560636000.0 135.13 321 0 NA NA NA NA NA NA NA 938 0 NA NA NA NA NA NA NA 1663 318 NA NA NA NA NA NA NA 3670 458 NA NA NA NA NA NA NA
1560636000.0 135.2 269 0 126 NA NA NA NA NA NA 980 0 300 NA NA NA NA NA NA 1477 313 715 NA NA NA NA NA NA 2088 527 1477 NA NA NA NA NA NA
1560636000.0 135.3 269 0 118 NA NA NA NA NA NA 980 0 304 NA NA NA NA NA NA 1522 282 765 NA NA NA NA NA NA 2707 524 2134 NA NA NA NA NA NA
1560636000.0 135.4 309 0 119 NA NA NA NA NA NA 932 0 304 NA NA NA NA NA NA 1503 326 687 NA NA NA NA NA NA 2372 1026 1221 NA NA NA NA NA NA
1560636000.0 135.6 313 0 128 NA NA NA NA NA NA 950 0 306 NA NA NA NA NA NA 1638 302 761 NA NA NA NA NA NA 1871 607 1356 NA NA NA NA NA NA
1560636000.0 135.7 315 0 116 NA NA NA NA NA NA 992 0 310 NA NA NA NA NA NA 1484 281 735 NA NA NA NA NA NA 2154 469 1587 NA NA NA NA NA NA
1560636000.0 135.8 138 NA NA NA NA NA NA NA NA 336 NA NA NA NA NA NA NA NA 518 NA NA NA NA NA NA NA NA 1231 NA NA NA NA NA NA NA NA
1560636000.0 135.9 307 0 125 NA NA NA NA NA NA 944 0 299 NA NA NA NA NA NA 1526 297 678 NA NA NA NA NA NA 2365 693 1048 NA NA NA NA NA NA
1560636000.0 1350.0 NA 144 344 0 NA NA NA NA NA NA 628 749 0 NA NA NA NA NA NA 1264 3549 929 NA NA NA NA NA NA 1278 3825 1243 NA NA NA NA NA
1560636000.0 1352.0 NA 146 336 0 NA NA NA NA NA NA 589 739 0 NA NA NA NA NA NA 1102 3480 789 NA NA NA NA NA NA 1275 3761 866 NA NA NA NA NA
1560636000.0 1353.0 NA 147 353 0 NA NA NA NA NA NA 555 759 0 NA NA NA NA NA NA 1251 3806 1003 NA NA NA NA NA NA 1071 4395 1323 NA NA NA NA NA
1560636000.0 136.721 NA 90 340 0 NA NA NA NA NA NA 238 805 0 NA NA NA NA NA NA 641 11274 1099 NA NA NA NA NA NA 993 5594 1414 NA NA NA NA NA
1560636000.0 136.722 NA 86 395 0 NA NA NA NA NA NA 240 844 0 NA NA NA NA NA NA 832 12607 1351 NA NA NA NA NA NA 1929 6741 1556 NA NA NA NA NA
1560636000.0 136.723 NA 88 356 0 NA NA NA NA NA NA 236 772 0 NA NA NA NA NA NA 944 11378 1415 NA NA NA NA NA NA 2053 5838 1868 NA NA NA NA NA
1560636000.0 136.724 NA 93 364 0 NA NA NA NA NA NA 240 773 0 NA NA NA NA NA NA 732 13791 1190 NA NA NA NA NA NA 1201 6994 1321 NA NA NA NA NA
1560636000.0 136.725 NA 88 400 0 NA NA NA NA NA NA 240 857 0 NA NA NA NA NA NA 725 13213 1480 NA NA NA NA NA NA 1167 6624 1844 NA NA NA NA NA
1560636000.0 136.726 NA 94 360 0 NA NA NA NA NA NA 252 786 0 NA NA NA NA NA NA 829 13374 1203 NA NA NA NA NA NA 1065 6746 1410 NA NA NA NA NA
1560636000.0 136.728 NA 140 365 0 NA NA NA NA NA NA 368 877 0 NA NA NA NA NA NA 1863 9468 954 NA NA NA NA NA NA 5463 5164 1788 NA NA NA NA NA
1560636000.0 136.729 NA 89 353 0 NA NA NA NA NA NA 234 772 0 NA NA NA NA NA NA 710 13044 1463 NA NA NA NA NA NA 1109 6636 1863 NA NA NA NA NA
1560636000.0 136.73 NA 94 446 0 NA NA NA NA NA NA 237 880 0 NA NA NA NA NA NA 766 12061 1214 NA NA NA NA NA NA 1201 6368 1310 NA NA NA NA NA
1560636000.0 136.731 NA 91 411 0 NA NA NA NA NA NA 241 868 0 NA NA NA NA NA NA 711 12898 1295 NA NA NA NA NA NA 1201 6671 1535 NA NA NA NA NA
1560636000.0 136.732 NA 88 342 0 NA NA NA NA NA NA 237 797 0 NA NA NA NA NA NA 627 9988 1168 NA NA NA NA NA NA 1012 6272 1324 NA NA NA NA NA
1560636000.0 136.733 NA 162 64 0 NA NA NA NA NA NA 415 209 0 NA NA NA NA NA NA 1237 807 381 NA NA NA NA NA NA 3533 2050 1008 NA NA NA NA NA
1560636000.0 136.734 NA 93 351 0 NA NA NA NA NA NA 237 773 0 NA NA NA NA NA NA 910 12576 1373 NA NA NA NA NA NA 1202 6781 1707 NA NA NA NA NA
