Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1560636000.0 10071.0 NA 214 677 94 0 NA NA NA NA 493 828 136 0 NA NA NA NA 1671 2655 417 2012 NA NA NA NA 2074 4149 660 2100 NA NA NA
1560636000.0 101.0 79 NA NA NA NA NA NA NA 150 NA NA NA NA NA NA NA 963 NA NA NA NA NA NA NA 1238 NA NA NA NA NA NA NA
1560636000.0 1010.0 NA 29 70 0 NA NA NA NA NA 72 121 0 NA NA NA NA NA 117 208 101 NA NA NA NA NA 488 632 204 NA NA NA NA
1560636000.0 102.0 80 NA NA NA NA NA NA NA 150 NA NA NA NA NA NA NA 779 NA NA NA NA NA NA NA 1076 NA NA NA NA NA NA NA
1560636000.0 1020.0 NA 36 NA NA NA NA NA NA NA 109 NA NA NA NA NA NA NA 250 NA NA NA NA NA NA NA 644 NA NA NA NA NA NA
1560636000.0 103.0 43 0 0 NA NA NA NA NA 90 0 0 NA NA NA NA NA 392 214 1395 NA NA NA NA NA 611 297 1721 NA NA NA NA NA
1560636000.0 1030.0 NA 171 44 0 NA NA NA NA NA 333 85 0 NA NA NA NA NA 9180 243 72 NA NA NA NA NA 4223 329 533 NA NA NA NA
1560636000.0 10424.0 NA 208 679 0 NA NA NA NA NA 483 846 0 NA NA NA NA NA 1718 2695 1957 NA NA NA NA NA 3514 2551 2136 NA NA NA NA
1560636000.0 105.0 93 86 26 NA NA NA NA NA 186 360 66 NA NA NA NA NA 1660 485 122 NA NA NA NA NA 1921 503 224 NA NA NA NA NA
1560636000.0 106.0 43 0 0 NA NA NA NA NA 91 0 0 NA NA NA NA NA 1487 267 1462 NA NA NA NA NA 2190 1974 1733 NA NA NA NA NA
1560636000.0 107.0 93 88 441 NA NA NA NA NA 188 368 540 NA NA NA NA NA 3782 596 1728 NA NA NA NA NA 2321 686 2629 NA NA NA NA NA
1560636000.0 108.0 103 93 410 NA NA NA NA NA 194 360 548 NA NA NA NA NA 4464 702 2006 NA NA NA NA NA 2323 671 2920 NA NA NA NA NA
1560636000.0 10823.0 65 191 660 84 0 NA NA NA 125 485 830 135 0 NA NA NA 1774 1488 2426 395 1986 NA NA NA 1469 3625 2467 507 2057 NA NA NA
1560636000.0 10824.0 76 214 686 104 0 NA NA NA 140 472 848 145 0 NA NA NA 4603 1707 2735 421 1973 NA NA NA 2945 3332 2483 507 2087 NA NA NA
1560636000.0 10842.0 61 210 659 101 0 NA NA NA 113 480 819 145 0 NA NA NA 1402 1349 2436 443 1966 NA NA NA 1185 2224 3868 717 2081 NA NA NA
1560636000.0 109.0 90 89 444 NA NA NA NA NA 189 367 559 NA NA NA NA NA 4688 586 1878 NA NA NA NA NA 3306 1179 2675 NA NA NA NA NA
1560636000.0 110.0 64 84 335 NA NA NA NA NA 126 368 536 NA NA NA NA NA 822 460 1747 NA NA NA NA NA 704 418 2310 NA NA NA NA NA
1560636000.0 111.0 94 84 438 NA NA NA NA NA 185 360 537 NA NA NA NA NA 1789 552 1619 NA NA NA NA NA 1409 725 1810 NA NA NA NA NA
1560636000.0 112.0 100 87 440 NA NA NA NA NA 192 360 543 NA NA NA NA NA 3233 641 1685 NA NA NA NA NA 2533 586 1900 NA NA NA NA NA
1560636000.0 11224.0 73 217 680 0 NA NA NA NA 136 478 850 0 NA NA NA NA 4133 1720 2735 2045 NA NA NA NA 2666 2641 2714 2178 NA NA NA NA
1560636000.0 113.0 97 85 440 NA NA NA NA NA 187 368 554 NA NA NA NA NA 3021 760 1706 NA NA NA NA NA 1972 1796 1903 NA NA NA NA NA
1560636000.0 114.0 87 87 436 NA NA NA NA NA 186 360 556 NA NA NA NA NA 3062 586 1735 NA NA NA NA NA 2219 690 2226 NA NA NA NA NA
1560636000.0 115.0 100 93 440 NA NA NA NA NA 188 360 539 NA NA NA NA NA 3580 536 1781 NA NA NA NA NA 2813 696 1855 NA NA NA NA NA
1560636000.0 116.0 95 89 440 NA NA NA NA NA 183 368 546 NA NA NA NA NA 3530 692 1736 NA NA NA NA NA 2266 603 1906 NA NA NA NA NA
1560636000.0 11625.0 67 204 680 94 0 NA NA NA 115 481 848 136 0 NA NA NA 2914 1723 2799 429 2048 NA NA NA 1514 3196 2582 548 2129 NA NA NA
1560636000.0 11626.0 75 239 694 103 0 NA NA NA 122 480 865 145 0 NA NA NA 6653 1966 3138 520 2219 NA NA NA 3649 2511 3885 656 2373 NA NA NA
1560636000.0 11642.0 57 191 666 94 0 NA NA NA 104 479 806 144 0 NA NA NA 1380 1466 2614 529 2100 NA NA NA 1194 3239 3938 813 2249 NA NA NA
1560636000.0 117.0 86 88 439 NA NA NA NA NA 192 360 543 NA NA NA NA NA 3991 561 1829 NA NA NA NA NA 2828 905 2619 NA NA NA NA NA
1560636000.0 118.0 89 88 439 NA NA NA NA NA 188 367 558 NA NA NA NA NA 4163 631 1901 NA NA NA NA NA 2468 1441 2401 NA NA NA NA NA
1560636000.0 119.0 100 83 435 NA NA NA NA NA 183 368 540 NA NA NA NA NA 2775 614 1679 NA NA NA NA NA 1601 1227 2136 NA NA NA NA NA
1560636000.0 120.0 69 87 335 NA NA NA NA NA 146 368 535 NA NA NA NA NA 521 471 1704 NA NA NA NA NA 1913 502 2307 NA NA NA NA NA
1560636000.0 12024.0 71 220 691 0 NA NA NA NA 122 479 852 0 NA NA NA NA 4137 1840 2978 2101 NA NA NA NA 3047 3053 2679 2175 NA NA NA NA
1560636000.0 121.0 102 73 446 NA NA NA NA NA 189 360 542 NA NA NA NA NA 3756 715 1902 NA NA NA NA NA 2254 1256 2276 NA NA NA NA NA
1560636000.0 122.0 62 82 430 NA NA NA NA NA 131 368 534 NA NA NA NA NA 680 403 1534 NA NA NA NA NA 829 413 1820 NA NA NA NA NA
1560636000.0 123.1 314 NA NA NA NA NA NA NA 513 NA NA NA NA NA NA NA 1241 NA NA NA NA NA NA NA 1284 NA NA NA NA NA NA NA
1560636000.0 123.2 320 NA NA NA NA NA NA NA 516 NA NA NA NA NA NA NA 1357 NA NA NA NA NA NA NA 1309 NA NA NA NA NA NA NA
1560636000.0 123.3 264 NA NA NA NA NA NA NA 509 NA NA NA NA NA NA NA 1083 NA NA NA NA NA NA NA 1705 NA NA NA NA NA NA NA
1560636000.0 124.1 307 NA NA NA NA NA NA NA 509 NA NA NA NA NA NA NA 1109 NA NA NA NA NA NA NA 1253 NA NA NA NA NA NA NA
1560636000.0 124.2 310 NA NA NA NA NA NA NA 502 NA NA NA NA NA NA NA 1231 NA NA NA NA NA NA NA 1410 NA NA NA NA NA NA NA
1560636000.0 124.4 307 NA NA NA NA NA NA NA 510 NA NA NA NA NA NA NA 1075 NA NA NA NA NA NA NA 1200 NA NA NA NA NA NA NA
1560636000.0 124.5 305 NA NA NA NA NA NA NA 509 NA NA NA NA NA NA NA 1124 NA NA NA NA NA NA NA 1611 NA NA NA NA NA NA NA
1560636000.0 124.6 261 NA NA NA NA NA NA NA 511 NA NA NA NA NA NA NA 1100 NA NA NA NA NA NA NA 1241 NA NA NA NA NA NA NA
1560636000.0 125.0 89 90 433 NA NA NA NA NA 189 368 552 NA NA NA NA NA 2957 549 1663 NA NA NA NA NA 1869 995 1808 NA NA NA NA NA
1560636000.0 126.0 68 87 420 NA NA NA NA NA 142 367 556 NA NA NA NA NA 1477 470 1779 NA NA NA NA NA 1096 418 2643 NA NA NA NA NA
1560636000.0 127.0 64 81 434 NA NA NA NA NA 126 360 536 NA NA NA NA NA 1313 522 1610 NA NA NA NA NA 953 438 2043 NA NA NA NA NA
1560636000.0 128.0 60 86 420 NA NA NA NA NA 116 368 534 NA NA NA NA NA 762 509 1612 NA NA NA NA NA 949 636 1968 NA NA NA NA NA
1560636000.0 13.0 NA 94 313 0 NA NA NA NA NA 375 544 0 NA NA NA NA NA 568 2601 610 NA NA NA NA NA 1269 3663 1008 NA NA NA NA
1560636000.0 1301.0 82 98 223 NA NA NA NA NA 152 370 351 NA NA NA NA NA 1934 647 1267 NA NA NA NA NA 1693 500 1737 NA NA NA NA NA
1560636000.0 1302.0 105 109 234 NA NA NA NA NA 168 378 355 NA NA NA NA NA 4063 790 1427 NA NA NA NA NA 2103 744 1552 NA NA NA NA NA
1560636000.0 1303.0 85 104 229 NA NA NA NA NA 157 377 336 NA NA NA NA NA 7203 662 1484 NA NA NA NA NA 4259 963 1762 NA NA NA NA NA
1560636000.0 1306.0 NA 99 549 0 NA NA NA NA NA 385 656 0 NA NA NA NA NA 580 1724 654 NA NA NA NA NA 978 2207 741 NA NA NA NA
1560636000.0 1307.0 NA 96 183 46 0 NA NA NA NA 384 263 87 0 NA NA NA NA 551 635 159 235 NA NA NA NA 1074 734 442 412 NA NA NA
1560636000.0 1308.0 NA 105 123 49 0 NA NA NA NA 384 260 86 0 NA NA NA NA 580 845 151 239 NA NA NA NA 660 2730 300 380 NA NA NA
1560636000.0 131.0 68 86 439 NA NA NA NA NA 142 360 535 NA NA NA NA NA 1328 477 1744 NA NA NA NA NA 1104 516 2087 NA NA NA NA NA
1560636000.0 1310.0 NA 110 492 0 NA NA NA NA NA 378 670 0 NA NA NA NA NA 671 2090 679 NA NA NA NA NA 1250 2729 801 NA NA NA NA
1560636000.0 1312.0 NA 109 564 0 NA NA NA NA NA 386 689 0 NA NA NA NA NA 652 2058 664 NA NA NA NA NA 723 2385 819 NA NA NA NA
1560636000.0 1314.0 NA 101 562 0 NA NA NA NA NA 377 669 0 NA NA NA NA NA 590 2028 690 NA NA NA NA NA 1697 3174 801 NA NA NA NA
1560636000.0 1318.0 NA 97 417 0 NA NA NA NA NA 385 676 0 NA NA NA NA NA 604 2245 665 NA NA NA NA NA 847 4319 767 NA NA NA NA
1560636000.0 1320.0 NA 99 247 0 NA NA NA NA NA 385 675 0 NA NA NA NA NA 749 2309 665 NA NA NA NA NA 742 5133 763 NA NA NA NA
1560636000.0 1322.0 NA 100 537 0 NA NA NA NA NA 385 684 0 NA NA NA NA NA 692 2134 684 NA NA NA NA NA 710 4725 2888 NA NA NA NA
1560636000.0 1323.0 NA 96 318 0 NA NA NA NA NA 377 665 0 NA NA NA NA NA 592 2153 667 NA NA NA NA NA 836 4798 2869 NA NA NA NA
1560636000.0 1324.0 NA 110 576 0 NA NA NA NA NA 385 674 0 NA NA NA NA NA 764 1919 668 NA NA NA NA NA 1026 1983 823 NA NA NA NA
1560636000.0 1325.0 NA 114 575 0 70 NA NA NA NA 385 677 0 116 NA NA NA NA 671 2015 686 275 NA NA NA NA 919 2147 756 486 NA NA NA
1560636000.0 1325.1 NA 109 219 0 NA NA NA NA NA 384 290 0 NA NA NA NA NA 663 746 299 NA NA NA NA NA 1050 979 604 NA NA NA NA
1560636000.0 1325.3 NA 106 209 0 NA NA NA NA NA 384 293 0 NA NA NA NA NA 621 726 283 NA NA NA NA NA 729 887 384 NA NA NA NA
1560636000.0 1325.5 NA 191 0 NA NA NA NA NA NA 283 0 NA NA NA NA NA NA 4857 150 NA NA NA NA NA NA 7090 430 NA NA NA NA NA
1560636000.0 1325.51 NA 178 0 NA NA NA NA NA NA 253 0 NA NA NA NA NA NA 1654 149 NA NA NA NA NA NA 1996 294 NA NA NA NA NA
1560636000.0 1325.6 NA 170 NA NA NA NA NA NA NA 246 NA NA NA NA NA NA NA 2921 NA NA NA NA NA NA NA 3428 NA NA NA NA NA NA
1560636000.0 1325.7 NA 164 0 NA NA NA NA NA NA 245 0 NA NA NA NA NA NA 2498 131 NA NA NA NA NA NA 2395 224 NA NA NA NA NA
1560636000.0 1325.8 NA 162 0 NA NA NA NA NA NA 242 0 NA NA NA NA NA NA 2986 138 NA NA NA NA NA NA 4481 359 NA NA NA NA NA
1560636000.0 1325.9 NA 157 0 NA NA NA NA NA NA 231 0 NA NA NA NA NA NA 1903 129 NA NA NA NA NA NA 1209 204 NA NA NA NA NA
1560636000.0 1326.0 NA 104 563 0 NA NA NA NA NA 385 688 0 NA NA NA NA NA 663 1843 677 NA NA NA NA NA 735 2015 762 NA NA NA NA
1560636000.0 1327.0 NA 107 563 0 NA NA NA NA NA 385 664 0 NA NA NA NA NA 654 2001 680 NA NA NA NA NA 787 3068 821 NA NA NA NA
1560636000.0 1329.0 NA 100 552 0 NA NA NA NA NA 384 676 0 NA NA NA NA NA 556 1937 677 NA NA NA NA NA 1574 3181 805 NA NA NA NA
1560636000.0 1329.1 NA 173 0 NA NA NA NA NA NA 260 0 NA NA NA NA NA NA 2243 127 NA NA NA NA NA NA 1701 187 NA NA NA NA NA
1560636000.0 133.0 91 89 440 NA NA NA NA NA 188 367 543 NA NA NA NA NA 5389 629 1971 NA NA NA NA NA 2432 667 2137 NA NA NA NA NA
1560636000.0 1332.0 NA 112 575 0 NA NA NA NA NA 386 678 0 NA NA NA NA NA 696 1919 659 NA NA NA NA NA 1024 2080 754 NA NA NA NA
1560636000.0 1333.0 NA 105 561 0 NA NA NA NA NA 386 670 0 NA NA NA NA NA 635 1890 686 NA NA NA NA NA 814 3267 853 NA NA NA NA
1560636000.0 1335.0 NA 106 561 0 NA NA NA NA NA 385 681 0 NA NA NA NA NA 587 1910 678 NA NA NA NA NA 569 2123 777 NA NA NA NA
1560636000.0 1338.0 NA 112 493 0 NA NA NA NA NA 386 684 0 NA NA NA NA NA 614 2119 683 NA NA NA NA NA 995 2867 772 NA NA NA NA
1560636000.0 134.0 NA 420 40 0 NA NA NA NA NA 518 77 0 NA NA NA NA NA 3398 135 76 NA NA NA NA NA 2330 188 119 NA NA NA NA
1560636000.0 134.813 NA 179 63 0 NA NA NA NA NA 285 110 0 NA NA NA NA NA 1018 220 250 NA NA NA NA NA 947 331 363 NA NA NA NA
1560636000.0 1340.0 NA 107 523 0 NA NA NA NA NA 386 681 0 NA NA NA NA NA 721 1932 674 NA NA NA NA NA 1083 3661 760 NA NA NA NA
1560636000.0 1343.0 NA 107 567 0 NA NA NA NA NA 385 670 0 NA NA NA NA NA 640 1969 686 NA NA NA NA NA 972 3703 773 NA NA NA NA
1560636000.0 1344.0 NA 104 567 0 NA NA NA NA NA 385 676 0 NA NA NA NA NA 760 1871 711 NA NA NA NA NA 1750 2043 2686 NA NA NA NA
1560636000.0 1345.0 NA 105 567 0 NA NA NA NA NA 385 678 0 NA NA NA NA NA 707 1928 686 NA NA NA NA NA 896 2405 864 NA NA NA NA
1560636000.0 1349.0 NA 104 486 0 NA NA NA NA NA 385 681 0 NA NA NA NA NA 673 2074 678 NA NA NA NA NA 803 3580 796 NA NA NA NA
1560636000.0 135.1 333 0 140 NA NA NA NA NA 519 0 213 NA NA NA NA NA 1371 277 694 NA NA NA NA NA 1298 384 1053 NA NA NA NA NA
1560636000.0 135.11 336 0 140 NA NA NA NA NA 513 0 216 NA NA NA NA NA 1682 291 762 NA NA NA NA NA 1464 437 1265 NA NA NA NA NA
1560636000.0 135.12 325 0 135 NA NA NA NA NA 511 0 213 NA NA NA NA NA 1303 284 683 NA NA NA NA NA 1632 512 826 NA NA NA NA NA
1560636000.0 135.13 332 0 NA NA NA NA NA NA 553 0 NA NA NA NA NA NA 1287 293 NA NA NA NA NA NA 1723 523 NA NA NA NA NA NA
1560636000.0 135.2 278 0 134 NA NA NA NA NA 521 0 211 NA NA NA NA NA 1163 267 661 NA NA NA NA NA 1588 348 1158 NA NA NA NA NA
1560636000.0 135.3 281 0 136 NA NA NA NA NA 511 0 209 NA NA NA NA NA 1173 262 672 NA NA NA NA NA 1299 412 848 NA NA NA NA NA
1560636000.0 135.4 362 0 137 NA NA NA NA NA 520 0 213 NA NA NA NA NA 1197 263 672 NA NA NA NA NA 1389 376 777 NA NA NA NA NA
1560636000.0 135.5 325 0 136 NA NA NA NA NA 515 0 213 NA NA NA NA NA 1229 280 675 NA NA NA NA NA 1262 391 1002 NA NA NA NA NA
1560636000.0 135.6 328 0 139 NA NA NA NA NA 512 0 212 NA NA NA NA NA 1300 278 690 NA NA NA NA NA 1322 387 1068 NA NA NA NA NA
1560636000.0 135.7 326 0 137 NA NA NA NA NA 519 0 210 NA NA NA NA NA 1271 284 683 NA NA NA NA NA 1634 640 1188 NA NA NA NA NA
1560636000.0 135.8 143 NA NA NA NA NA NA NA 233 NA NA NA NA NA NA NA 453 NA NA NA NA NA NA NA 1378 NA NA NA NA NA NA NA
1560636000.0 135.9 307 0 136 NA NA NA NA NA 511 0 210 NA NA NA NA NA 1141 267 663 NA NA NA NA NA 1325 502 831 NA NA NA NA NA
1560636000.0 1350.0 NA 109 562 0 NA NA NA NA NA 385 679 0 NA NA NA NA NA 629 1894 679 NA NA NA NA NA 933 2168 760 NA NA NA NA
1560636000.0 1351.0 NA 106 568 0 NA NA NA NA NA 386 672 0 NA NA NA NA NA 654 1923 670 NA NA NA NA NA 1041 2328 759 NA NA NA NA
1560636000.0 1352.0 NA 103 559 0 NA NA NA NA NA 386 689 0 NA NA NA NA NA 769 1929 682 NA NA NA NA NA 803 2058 785 NA NA NA NA
1560636000.0 1353.0 NA 113 568 0 NA NA NA NA NA 378 680 0 NA NA NA NA NA 581 1943 677 NA NA NA NA NA 1103 2111 761 NA NA NA NA
1560636000.0 1354.0 NA 108 576 0 NA NA NA NA NA 386 678 0 NA NA NA NA NA 718 1835 676 NA NA NA NA NA 1119 1919 766 NA NA NA NA
1560636000.0 1356.0 91 112 497 0 148 NA NA NA 161 371 695 0 216 NA NA NA 3016 617 1975 738 661 NA NA NA 1754 916 3524 1449 1134 NA NA NA
1560636000.0 136.733 NA 192 74 0 NA NA NA NA NA 285 118 0 NA NA NA NA NA 1089 385 264 NA NA NA NA NA 1103 463 413 NA NA NA NA
1560636000.0 136.735 NA 78 445 0 NA NA NA NA NA 139 557 0 NA NA NA NA NA 833 2394 682 NA NA NA NA NA 1354 2114 755 NA NA NA NA
1560636000.0 136.736 NA 73 557 0 NA NA NA NA NA 142 668 0 NA NA NA NA NA 751 11653 855 NA NA NA NA NA 1090 4638 921 NA NA NA NA
1560636000.0 136.738 NA 73 543 0 NA NA NA NA NA 139 663 0 NA NA NA NA NA 870 12775 813 NA NA NA NA NA 907 4869 1325 NA NA NA NA
1560636000.0 136.739 NA 70 557 0 NA NA NA NA NA 129 720 0 NA NA NA NA NA 719 14999 875 NA NA NA NA NA 926 5831 940 NA NA NA NA
1560636000.0 136.744 NA 72 574 0 NA NA NA NA NA 143 754 0 NA NA NA NA NA 739 12997 825 NA NA NA NA NA 1234 4922 886 NA NA NA NA
1560636000.0 136.745 NA 74 546 0 NA NA NA NA NA 140 643 0 NA NA NA NA NA 706 9432 877 NA NA NA NA NA 1055 3916 1070 NA NA NA NA
1560636000.0 136.75 NA 72 569 0 NA NA NA NA NA 135 730 0 NA NA NA NA NA 816 15615 895 NA NA NA NA NA 1955 5772 964 NA NA NA NA
1560636000.0 136.751 NA 71 580 0 NA NA NA NA NA 142 768 0 NA NA NA NA NA 1086 15741 876 NA NA NA NA NA 1953 5787 952 NA NA NA NA
1560636000.0 136.752 NA 73 549 0 NA NA NA NA NA 141 666 0 NA NA NA NA NA 782 12996 831 NA NA NA NA NA 1022 5049 901 NA NA NA NA
1560636000.0 136.755 NA 71 565 0 NA NA NA NA NA 142 741 0 NA NA NA NA NA 1108 14339 890 NA NA NA NA NA 1916 5402 1013 NA NA NA NA
1560636000.0 136.758 NA 74 566 0 NA NA NA NA NA 139 688 0 NA NA NA NA NA 749 14404 857 NA NA NA NA NA 796 5193 928 NA NA NA NA
1560636000.0 136.759 NA 71 565 0 NA NA NA NA NA 133 739 0 NA NA NA NA NA 797 16681 866 NA NA NA NA NA 728 6291 1095 NA NA NA NA
1560636000.0 136.76 NA 71 565 0 NA NA NA NA NA 138 698 0 NA NA NA NA NA 1105 17687 903 NA NA NA NA NA 1207 6421 1262 NA NA NA NA
1560636000.0 136.761 NA 75 581 0 NA NA NA NA NA 138 751 0 NA NA NA NA NA 811 19895 881 NA NA NA NA NA 1190 6594 964 NA NA NA NA
1560636000.0 136.7611 NA 197 0 NA NA NA NA NA NA 285 0 NA NA NA NA NA NA 5493 157 NA NA NA NA NA NA 6144 390 NA NA NA NA NA
1560636000.0 136.762 NA 82 580 0 NA NA NA NA NA 139 785 0 NA NA NA NA NA 766 22883 837 NA NA NA NA NA 1103 7534 910 NA NA NA NA
1560636000.0 136.763 NA 72 554 0 NA NA NA NA NA 138 704 0 NA NA NA NA NA 862 17965 872 NA NA NA NA NA 777 6735 1112 NA NA NA NA
1560636000.0 136.764 NA 75 555 0 NA NA NA NA NA 132 697 0 NA NA NA NA NA 756 17163 870 NA NA NA NA NA 866 5938 954 NA NA NA NA
1560636000.0 136.765 NA 71 546 0 NA NA NA NA NA 133 696 0 NA NA NA NA NA 924 14849 883 NA NA NA NA NA 989 6026 1413 NA NA NA NA
1560636000.0 136.766 NA 70 576 0 NA NA NA NA NA 137 760 0 NA NA NA NA NA 879 17449 900 NA NA NA NA NA 1162 6679 1011 NA NA NA NA
1560636000.0 136.768 NA 71 551 0 NA NA NA NA NA 140 690 0 NA NA NA NA NA 1072 16252 896 NA NA NA NA NA 1203 6255 1126 NA NA NA NA
1560636000.0 136.772 NA 73 571 0 NA NA NA NA NA 141 713 0 NA NA NA NA NA 1074 13694 886 NA NA NA NA NA 1782 5181 1004 NA NA NA NA
1560636000.0 136.7721 NA 192 0 NA NA NA NA NA NA 280 0 NA NA NA NA NA NA 5079 147 NA NA NA NA NA NA 6566 300 NA NA NA NA NA
1560636000.0 136.7722 NA 164 0 NA NA NA NA NA NA 256 0 NA NA NA NA NA NA 1482 132 NA NA NA NA NA NA 1136 356 NA NA NA NA NA
1560636000.0 136.777 NA 74 572 0 NA NA NA NA NA 137 740 0 NA NA NA NA NA 708 12559 816 NA NA NA NA NA 1116 4937 897 NA NA NA NA
1560636000.0 136.7801 NA 110 0 NA NA NA NA NA NA 164 0 NA NA NA NA NA NA 443 214 NA NA NA NA NA NA 2295 427 NA NA NA NA NA
1560636000.0 136.7802 NA 131 0 NA NA NA NA NA NA 190 0 NA NA NA NA NA NA 429 215 NA NA NA NA NA NA 780 449 NA NA NA NA NA
1560636000.0 136.781 NA 249 662 0 NA NA NA NA NA 488 933 0 NA NA NA NA NA 10318 18570 1373 NA NA NA NA NA 6300 6588 1438 NA NA NA NA
1560636000.0 136.782 NA 250 648 0 NA NA NA NA NA 490 950 0 NA NA NA NA NA 10658 19745 1389 NA NA NA NA NA 6484 6989 1490 NA NA NA NA
1560636000.0 136.783 NA 269 677 0 NA NA NA NA NA 512 1004 0 NA NA NA NA NA 12077 22299 1443 NA NA NA NA NA 4980 7567 1523 NA NA NA NA
1560636000.0 136.784 NA 238 672 0 NA NA NA NA NA 487 961 0 NA NA NA NA NA 9907 18905 1392 NA NA NA NA NA 5825 6756 1522 NA NA NA NA
1560636000.0 136.785 NA 257 670 0 NA NA NA NA NA 482 956 0 NA NA NA NA NA 11071 20538 1410 NA NA NA NA NA 6713 7242 1531 NA NA NA NA
1560636000.0 136.786 NA 260 653 0 NA NA NA NA NA 496 912 0 NA NA NA NA NA 10044 19226 1354 NA NA NA NA NA 5579 6768 1453 NA NA NA NA
1560636000.0 136.788 NA 273 687 0 NA NA NA NA NA 510 979 0 NA NA NA NA NA 11610 21658 1391 NA NA NA NA NA 4254 7674 1513 NA NA NA NA
1560636000.0 136.79 NA 242 659 0 NA NA NA NA NA 417 821 0 NA NA NA NA NA 5700 11027 1367 NA NA NA NA NA 3857 4583 1466 NA NA NA NA
